Logical quotient rating,hackathons,coding skills rating,public speaking points,self-learning capability?,Extra-courses did,certifications,workshops,reading and writing skills,memory capability score,Interested subjects,interested career area ,Type of company want to settle in?,Taken inputs from seniors or elders,Management or Technical,hard/smart worker,worked in teams ever?,Introvert,Suggested Job Role
2,2,5,6,yes,no,r programming,web technologies,medium,excellent,IOT,testing,Web Services,no,Management,smart worker,no,yes,Software Quality Assurance (QA) / Testing
5,6,3,9,no,yes,machine learning,web technologies,poor,poor,parallel computing,system developer,Sales and Marketing,yes,Technical,hard worker,yes,yes,Software Quality Assurance (QA) / Testing
5,4,1,6,no,yes,full stack,testing,medium,medium,networks,cloud computing,Cloud Services,yes,Technical,smart worker,yes,yes,Software Quality Assurance (QA) / Testing
8,3,1,9,yes,yes,shell programming,system designing,poor,poor,programming,Business process analyst,BPA,no,Management,smart worker,yes,no,Software Quality Assurance (QA) / Testing
2,1,3,5,yes,no,app development,testing,medium,medium,data engineering,system developer,Sales and Marketing,no,Management,hard worker,no,no,Software Quality Assurance (QA) / Testing
6,2,9,9,yes,yes,full stack,cloud computing,excellent,excellent,Management,system developer,Web Services,no,Technical,hard worker,no,no,Software Quality Assurance (QA) / Testing
6,6,5,2,yes,no,full stack,cloud computing,excellent,medium,Software Engineering,Business process analyst,Service Based,no,Technical,smart worker,no,yes,Software Quality Assurance (QA) / Testing
7,1,7,9,yes,yes,app development,game development,medium,poor,Computer Architecture,developer,Finance,yes,Technical,smart worker,yes,no,Software Quality Assurance (QA) / Testing
4,6,9,4,no,yes,hadoop,system designing,medium,medium,Software Engineering,Business process analyst,product development,no,Management,smart worker,no,no,Software Quality Assurance (QA) / Testing
3,2,1,5,yes,no,distro making,data science,poor,poor,data engineering,security,Web Services,yes,Technical,smart worker,yes,no,Software Quality Assurance (QA) / Testing
1,0,8,3,yes,yes,python,system designing,medium,medium,programming,cloud computing,Finance,no,Management,smart worker,no,no,Software Quality Assurance (QA) / Testing
7,3,5,2,no,yes,machine learning,cloud computing,medium,excellent,programming,developer,BPA,no,Technical,smart worker,no,yes,Software Quality Assurance (QA) / Testing
2,4,7,8,no,no,python,cloud computing,poor,medium,IOT,security,Testing and Maintainance Services,yes,Technical,hard worker,yes,no,Software Quality Assurance (QA) / Testing
9,5,9,4,yes,no,hadoop,hacking,poor,poor,networks,testing,Service Based,yes,Technical,hard worker,yes,yes,Software Quality Assurance (QA) / Testing
1,5,6,5,no,yes,python,system designing,excellent,medium,networks,cloud computing,Testing and Maintainance Services,yes,Management,hard worker,yes,yes,Software Quality Assurance (QA) / Testing
5,2,5,8,yes,yes,shell programming,hacking,medium,poor,Computer Architecture,system developer,Finance,no,Management,hard worker,yes,yes,Software Quality Assurance (QA) / Testing
1,6,8,8,yes,no,machine learning,database security,poor,medium,Software Engineering,security,Testing and Maintainance Services,yes,Management,smart worker,yes,no,Software Quality Assurance (QA) / Testing
9,4,7,1,no,no,full stack,web technologies,medium,excellent,networks,testing,BPA,yes,Management,smart worker,no,no,Software Quality Assurance (QA) / Testing
2,2,4,4,no,yes,r programming,testing,poor,medium,data engineering,cloud computing,Service Based,no,Technical,smart worker,no,yes,Software Quality Assurance (QA) / Testing
2,1,8,8,yes,no,app development,hacking,medium,medium,hacking,Business process analyst,Web Services,no,Technical,hard worker,yes,yes,Software Quality Assurance (QA) / Testing
2,6,1,7,yes,no,information security,cloud computing,excellent,poor,data engineering,Business process analyst,Cloud Services,no,Technical,smart worker,no,yes,Software Quality Assurance (QA) / Testing
5,3,8,1,yes,yes,r programming,system designing,medium,excellent,cloud computing,testing,Product based,no,Management,smart worker,yes,no,Software Quality Assurance (QA) / Testing
7,5,6,6,no,no,shell programming,system designing,medium,excellent,IOT,cloud computing,Web Services,yes,Management,hard worker,no,yes,Software Quality Assurance (QA) / Testing
2,3,7,3,no,no,app development,database security,medium,excellent,Management,testing,BPA,yes,Technical,smart worker,yes,no,Software Quality Assurance (QA) / Testing
3,0,3,5,yes,no,full stack,web technologies,excellent,poor,cloud computing,testing,product development,yes,Management,hard worker,no,yes,Software Quality Assurance (QA) / Testing
6,4,8,8,no,no,r programming,web technologies,excellent,medium,networks,developer,product development,no,Management,smart worker,no,no,Software Quality Assurance (QA) / Testing
4,0,5,3,yes,yes,hadoop,testing,poor,excellent,data engineering,Business process analyst,BPA,no,Technical,hard worker,yes,yes,Software Quality Assurance (QA) / Testing
4,2,3,6,no,yes,shell programming,game development,medium,poor,data engineering,testing,BPA,no,Management,smart worker,yes,yes,Software Quality Assurance (QA) / Testing
4,4,9,4,no,yes,shell programming,cloud computing,poor,medium,IOT,system developer,Web Services,yes,Management,hard worker,no,yes,Software Quality Assurance (QA) / Testing
5,2,8,3,yes,yes,full stack,system designing,excellent,poor,IOT,Business process analyst,Service Based,yes,Technical,hard worker,no,yes,Software Quality Assurance (QA) / Testing
5,1,4,7,no,no,full stack,cloud computing,excellent,poor,networks,system developer,Web Services,yes,Management,hard worker,yes,no,Software Quality Assurance (QA) / Testing
5,6,5,9,no,yes,python,hacking,excellent,poor,Management,security,SAaS services,no,Technical,smart worker,yes,yes,Software Quality Assurance (QA) / Testing
8,4,2,8,no,no,r programming,hacking,excellent,poor,networks,testing,product development,yes,Management,hard worker,no,no,Software Quality Assurance (QA) / Testing
7,0,8,7,yes,no,hadoop,data science,medium,medium,programming,developer,Cloud Services,no,Technical,hard worker,no,no,Software Quality Assurance (QA) / Testing
5,6,6,1,no,no,app development,cloud computing,poor,medium,Computer Architecture,developer,Web Services,yes,Technical,hard worker,yes,yes,Software Quality Assurance (QA) / Testing
3,2,7,6,yes,yes,full stack,web technologies,poor,excellent,cloud computing,security,SAaS services,yes,Technical,hard worker,no,no,Software Quality Assurance (QA) / Testing
1,3,4,9,yes,yes,hadoop,hacking,excellent,poor,Software Engineering,system developer,Finance,yes,Technical,hard worker,yes,yes,Software Quality Assurance (QA) / Testing
4,1,3,4,yes,no,app development,game development,medium,excellent,programming,cloud computing,Service Based,yes,Management,hard worker,no,no,Software Quality Assurance (QA) / Testing
1,0,3,2,no,yes,distro making,game development,medium,excellent,parallel computing,testing,BPA,yes,Management,hard worker,no,yes,Software Quality Assurance (QA) / Testing
5,1,7,9,yes,yes,hadoop,testing,poor,excellent,cloud computing,testing,product development,yes,Management,hard worker,no,yes,Software Quality Assurance (QA) / Testing
3,0,2,3,no,no,full stack,hacking,poor,excellent,programming,developer,Service Based,yes,Technical,smart worker,no,yes,Software Quality Assurance (QA) / Testing
9,0,8,7,no,no,hadoop,system designing,medium,medium,programming,developer,Cloud Services,no,Technical,hard worker,no,no,Software Quality Assurance (QA) / Testing
9,3,5,5,yes,no,shell programming,web technologies,excellent,poor,cloud computing,testing,product development,yes,Management,hard worker,yes,no,Software Quality Assurance (QA) / Testing
6,0,1,2,yes,yes,r programming,web technologies,medium,excellent,Software Engineering,system developer,Finance,no,Management,smart worker,yes,yes,Software Quality Assurance (QA) / Testing
7,0,4,6,no,no,full stack,database security,poor,poor,IOT,testing,Service Based,yes,Technical,smart worker,yes,no,Software Quality Assurance (QA) / Testing
3,1,9,7,yes,yes,information security,database security,medium,poor,IOT,security,Finance,yes,Technical,smart worker,no,yes,Software Quality Assurance (QA) / Testing
1,2,1,6,yes,yes,hadoop,game development,excellent,medium,IOT,security,BPA,no,Technical,smart worker,no,no,Software Quality Assurance (QA) / Testing
4,5,9,9,yes,yes,full stack,web technologies,poor,medium,Software Engineering,cloud computing,Cloud Services,yes,Management,hard worker,yes,yes,Software Quality Assurance (QA) / Testing
9,0,3,9,yes,yes,information security,database security,medium,excellent,IOT,system developer,Testing and Maintainance Services,no,Management,smart worker,no,no,Software Quality Assurance (QA) / Testing
4,6,8,6,no,yes,r programming,web technologies,medium,excellent,data engineering,cloud computing,SAaS services,yes,Management,hard worker,yes,yes,Software Quality Assurance (QA) / Testing
9,0,3,5,yes,yes,python,web technologies,excellent,medium,Computer Architecture,developer,Testing and Maintainance Services,yes,Management,smart worker,yes,no,Software Quality Assurance (QA) / Testing
3,5,5,2,yes,no,app development,web technologies,poor,medium,data engineering,testing,Cloud Services,yes,Management,smart worker,no,yes,Software Quality Assurance (QA) / Testing
4,6,5,6,yes,no,r programming,data science,poor,excellent,parallel computing,testing,SAaS services,yes,Technical,smart worker,yes,no,Software Quality Assurance (QA) / Testing
2,5,2,8,yes,no,distro making,hacking,excellent,excellent,parallel computing,cloud computing,BPA,no,Technical,smart worker,yes,yes,Software Quality Assurance (QA) / Testing
8,3,2,6,yes,no,shell programming,data science,poor,medium,hacking,system developer,SAaS services,yes,Technical,smart worker,no,no,Software Quality Assurance (QA) / Testing
8,6,6,1,no,yes,python,system designing,excellent,medium,Software Engineering,developer,Finance,yes,Management,smart worker,no,no,Software Quality Assurance (QA) / Testing
5,3,3,6,no,no,r programming,database security,medium,medium,parallel computing,Business process analyst,Web Services,yes,Management,smart worker,no,yes,Software Quality Assurance (QA) / Testing
5,3,5,6,yes,no,r programming,data science,excellent,poor,hacking,cloud computing,Testing and Maintainance Services,no,Management,hard worker,no,yes,Software Quality Assurance (QA) / Testing
8,4,5,4,yes,yes,machine learning,database security,excellent,medium,Management,cloud computing,Service Based,yes,Management,hard worker,yes,no,Software Quality Assurance (QA) / Testing
8,3,2,9,no,no,hadoop,hacking,poor,poor,parallel computing,Business process analyst,Service Based,no,Technical,hard worker,yes,yes,Software Quality Assurance (QA) / Testing
5,0,9,1,no,yes,app development,testing,poor,poor,hacking,Business process analyst,Cloud Services,yes,Management,smart worker,yes,yes,Software Quality Assurance (QA) / Testing
8,3,4,8,yes,no,hadoop,web technologies,medium,poor,hacking,developer,product development,no,Management,hard worker,no,no,Software Quality Assurance (QA) / Testing
4,3,2,7,yes,no,distro making,game development,poor,medium,IOT,testing,Cloud Services,no,Technical,hard worker,no,no,Software Quality Assurance (QA) / Testing
3,6,3,2,no,no,r programming,web technologies,poor,excellent,cloud computing,testing,SAaS services,no,Technical,hard worker,no,yes,Software Quality Assurance (QA) / Testing
9,5,3,5,no,no,app development,hacking,excellent,poor,programming,testing,Cloud Services,no,Technical,smart worker,yes,no,Software Quality Assurance (QA) / Testing
5,2,5,7,no,no,distro making,data science,poor,poor,cloud computing,cloud computing,Web Services,no,Technical,hard worker,no,yes,Software Quality Assurance (QA) / Testing
8,5,6,8,no,yes,distro making,data science,excellent,poor,programming,testing,BPA,yes,Management,hard worker,yes,no,Software Quality Assurance (QA) / Testing
5,6,4,2,no,yes,hadoop,hacking,poor,excellent,Computer Architecture,developer,Cloud Services,yes,Management,hard worker,no,yes,Software Quality Assurance (QA) / Testing
7,1,7,8,no,yes,python,cloud computing,medium,poor,data engineering,Business process analyst,BPA,yes,Management,hard worker,yes,no,Software Quality Assurance (QA) / Testing
5,3,3,6,yes,no,machine learning,hacking,excellent,medium,IOT,cloud computing,Finance,yes,Technical,hard worker,no,yes,Software Quality Assurance (QA) / Testing
